,fluxes,kcat,MW,kcat_MW,equ
23CGMPtex_reverse_num3,0.0,,,,23cgmp_p --> 23cgmp_e
23CGMPtex_reverse_num4,0.0,,,,23cgmp_p --> 23cgmp_e
3AMPtex_reverse_num2,0.0,,,,3amp_p --> 3amp_e
3AMPtex_reverse_num3,0.0,,,,3amp_p --> 3amp_e
3AMPtex_reverse_num4,0.0,,,,3amp_p --> 3amp_e
3CMPtex_reverse_num2,0.0,,,,3cmp_p --> 3cmp_e
3CMPtex_reverse_num3,0.0,,,,3cmp_p --> 3cmp_e
3CMPtex_reverse_num4,0.0,,,,3cmp_p --> 3cmp_e
ETHSO3tex_reverse_num2,0.0,,,,ethso3_p --> ethso3_e
ETHSO3tex_reverse_num3,0.0,,,,ethso3_p --> ethso3_e
ETHSO3tex_reverse_num4,0.0,,,,ethso3_p --> ethso3_e
BUTSO3tex_reverse_num2,0.0,,,,butso3_p --> butso3_e
BUTSO3tex_reverse_num3,0.0,,,,butso3_p --> butso3_e
BUTSO3tex_reverse_num4,0.0,,,,butso3_p --> butso3_e
LIPOtex_reverse_num2,0.0,,,,lipoate_p --> lipoate_e
LIPOtex_reverse_num3,0.0,,,,lipoate_p --> lipoate_e
LIPOtex_reverse_num4,0.0,,,,lipoate_p --> lipoate_e
GALBDtex_reverse_num2,0.0,,,,gal_bD_p --> gal_bD_e
GALBDtex_reverse_num3,0.0,,,,gal_bD_p --> gal_bD_e
GALBDtex_reverse_num4,0.0,,,,gal_bD_p --> gal_bD_e
SULFACtex_reverse_num2,0.0,,,,sulfac_p --> sulfac_e
SULFACtex_reverse_num3,0.0,,,,sulfac_p --> sulfac_e
SULFACtex_reverse_num4,0.0,,,,sulfac_p --> sulfac_e
NOtex_reverse_num2,0.0,,,,no_p --> no_e
NOtex_reverse_num3,0.0,,,,no_p --> no_e
NOtex_reverse_num4,0.0,,,,no_p --> no_e
N2Otex_reverse_num2,0.0,,,,n2o_p --> n2o_e
N2Otex_reverse_num3,0.0,,,,n2o_p --> n2o_e
N2Otex_reverse_num4,0.0,,,,n2o_p --> n2o_e
PEAMNtex_reverse_num2,0.0,,,,peamn_p --> peamn_e
PEAMNtex_reverse_num3,0.0,,,,peamn_p --> peamn_e
PEAMNtex_reverse_num4,0.0,,,,peamn_p --> peamn_e
PACALDtex_reverse_num2,0.0,,,,pacald_p --> pacald_e
PACALDtex_reverse_num3,0.0,,,,pacald_p --> pacald_e
PACALDtex_reverse_num4,0.0,,,,pacald_p --> pacald_e
CYANtex_reverse_num2,0.0,,,,cyan_p --> cyan_e
CYANtex_reverse_num3,0.0,,,,cyan_p --> cyan_e
CYANtex_reverse_num4,0.0,,,,cyan_p --> cyan_e
SO3tex_reverse_num2,0.0,,,,so3_p --> so3_e
SO3tex_reverse_num3,0.0,,,,so3_p --> so3_e
SO3tex_reverse_num4,0.0,,,,so3_p --> so3_e
TCYNTtex_reverse_num2,0.0,,,,tcynt_p --> tcynt_e
TCYNTtex_reverse_num3,0.0,,,,tcynt_p --> tcynt_e
TCYNTtex_reverse_num4,0.0,,,,tcynt_p --> tcynt_e
METSOX1tex_reverse_num2,0.0,,,,metsox_S__L_p --> metsox_S__L_e
METSOX1tex_reverse_num3,0.0,,,,metsox_S__L_p --> metsox_S__L_e
METSOX1tex_reverse_num4,0.0,,,,metsox_S__L_p --> metsox_S__L_e
METSOX2tex_reverse_num2,0.0,,,,metsox_R__L_p --> metsox_R__L_e
METSOX2tex_reverse_num3,0.0,,,,metsox_R__L_p --> metsox_R__L_e
METSOX2tex_reverse_num4,0.0,,,,metsox_R__L_p --> metsox_R__L_e
3UMPtex_reverse_num2,0.0,,,,3ump_p --> 3ump_e
3UMPtex_reverse_num3,0.0,,,,3ump_p --> 3ump_e
3UMPtex_reverse_num4,0.0,,,,3ump_p --> 3ump_e
3GMPtex_reverse_num2,0.0,,,,3gmp_p --> 3gmp_e
3GMPtex_reverse_num3,0.0,,,,3gmp_p --> 3gmp_e
3GMPtex_reverse_num4,0.0,,,,3gmp_p --> 3gmp_e
DOPAtex_reverse_num2,0.0,,,,dopa_p --> dopa_e
DOPAtex_reverse_num3,0.0,,,,dopa_p --> dopa_e
DOPAtex_reverse_num4,0.0,,,,dopa_p --> dopa_e
4HOXPACDtex_reverse_num2,0.0,,,,4hoxpacd_p --> 4hoxpacd_e
4HOXPACDtex_reverse_num3,0.0,,,,4hoxpacd_p --> 4hoxpacd_e
4HOXPACDtex_reverse_num4,0.0,,,,4hoxpacd_p --> 4hoxpacd_e
ETHAtex_reverse_num2,0.0,,,,etha_p --> etha_e
ETHAtex_reverse_num3,0.0,,,,etha_p --> etha_e
ETHAtex_reverse_num4,0.0,,,,etha_p --> etha_e
G3PStex_reverse_num2,0.0,,,,g3ps_p --> g3ps_e
G3PStex_reverse_num3,0.0,,,,g3ps_p --> g3ps_e
G3PStex_reverse_num4,0.0,,,,g3ps_p --> g3ps_e
ACGAL1Ptex_reverse_num2,0.0,,,,acgal1p_p --> acgal1p_e
ACGAL1Ptex_reverse_num3,0.0,,,,acgal1p_p --> acgal1p_e
ACGAL1Ptex_reverse_num4,0.0,,,,acgal1p_p --> acgal1p_e
ACGALtex_reverse_num2,0.0,,,,acgal_p --> acgal_e
ACGALtex_reverse_num3,0.0,,,,acgal_p --> acgal_e
ACGALtex_reverse_num4,0.0,,,,acgal_p --> acgal_e
GLCUR1Ptex_reverse_num2,0.0,,,,glcur1p_p --> glcur1p_e
GLCUR1Ptex_reverse_num3,0.0,,,,glcur1p_p --> glcur1p_e
GLCUR1Ptex_reverse_num4,0.0,,,,glcur1p_p --> glcur1p_e
UDPGLCURtex_reverse_num2,0.0,,,,udpglcur_p --> udpglcur_e
UDPGLCURtex_reverse_num3,0.0,,,,udpglcur_p --> udpglcur_e
UDPGLCURtex_reverse_num4,0.0,,,,udpglcur_p --> udpglcur_e
ISETACtex_reverse_num2,0.0,,,,isetac_p --> isetac_e
ISETACtex_reverse_num3,0.0,,,,isetac_p --> isetac_e
ISETACtex_reverse_num4,0.0,,,,isetac_p --> isetac_e
UDPGtex_reverse_num2,0.0,,,,udpg_p --> udpg_e
UDPGtex_reverse_num3,0.0,,,,udpg_p --> udpg_e
UDPGtex_reverse_num4,0.0,,,,udpg_p --> udpg_e
UDPGALtex_reverse_num2,0.0,,,,udpgal_p --> udpgal_e
UDPGALtex_reverse_num3,0.0,,,,udpgal_p --> udpgal_e
UDPGALtex_reverse_num4,0.0,,,,udpgal_p --> udpgal_e
ACGAM1Ptex_reverse_num2,0.0,,,,acgam1p_p --> acgam1p_e
ACGAM1Ptex_reverse_num3,0.0,,,,acgam1p_p --> acgam1p_e
ACGAM1Ptex_reverse_num4,0.0,,,,acgam1p_p --> acgam1p_e
UACGAMtex_reverse_num2,0.0,,,,uacgam_p --> uacgam_e
UACGAMtex_reverse_num3,0.0,,,,uacgam_p --> uacgam_e
UACGAMtex_reverse_num4,0.0,,,,uacgam_p --> uacgam_e
UDPACGALtex_reverse_num2,0.0,,,,udpacgal_p --> udpacgal_e
UDPACGALtex_reverse_num3,0.0,,,,udpacgal_p --> udpacgal_e
UDPACGALtex_reverse_num4,0.0,,,,udpacgal_p --> udpacgal_e
MSO3tex_reverse_num2,0.0,,,,mso3_p --> mso3_e
MSO3tex_reverse_num3,0.0,,,,mso3_p --> mso3_e
MSO3tex_reverse_num4,0.0,,,,mso3_p --> mso3_e
GLYC2Ptex_reverse_num2,0.0,,,,glyc2p_p --> glyc2p_e
GLYC2Ptex_reverse_num3,0.0,,,,glyc2p_p --> glyc2p_e
GLYC2Ptex_reverse_num4,0.0,,,,glyc2p_p --> glyc2p_e
PSERtex_reverse_num2,0.0,,,,pser__L_p --> pser__L_e
PSERtex_reverse_num3,0.0,,,,pser__L_p --> pser__L_e
PSERtex_reverse_num4,0.0,,,,pser__L_p --> pser__L_e
R5Ptex_reverse_num2,0.0,,,,r5p_p --> r5p_e
R5Ptex_reverse_num3,0.0,,,,r5p_p --> r5p_e
R5Ptex_reverse_num4,0.0,,,,r5p_p --> r5p_e
THRPtex_reverse_num2,0.0,,,,thrp_p --> thrp_e
THRPtex_reverse_num3,0.0,,,,thrp_p --> thrp_e
THRPtex_reverse_num4,0.0,,,,thrp_p --> thrp_e
TYRPtex_reverse_num2,0.0,,,,tyrp_p --> tyrp_e
TYRPtex_reverse_num3,0.0,,,,tyrp_p --> tyrp_e
TYRPtex_reverse_num4,0.0,,,,tyrp_p --> tyrp_e
CITtex_reverse_num2,0.0,,,,cit_p --> cit_e
CITtex_reverse_num3,0.0,,,,cit_p --> cit_e
CITtex_reverse_num4,0.0,,,,cit_p --> cit_e
ACGAtex_reverse_num2,0.0,,,,acgam_p --> acgam_e
ACGAtex_reverse_num3,0.0,,,,acgam_p --> acgam_e
ACGAtex_reverse_num4,0.0,,,,acgam_p --> acgam_e
G6Ptex_reverse_num2,0.0,,,,g6p_p --> g6p_e
G6Ptex_reverse_num3,0.0,,,,g6p_p --> g6p_e
G6Ptex_reverse_num4,0.0,,,,g6p_p --> g6p_e
MOBDtex_reverse_num2,0.0,,,,mobd_p --> mobd_e
MOBDtex_reverse_num3,0.0,,,,mobd_p --> mobd_e
MOBDtex_reverse_num4,0.0,,,,mobd_p --> mobd_e
NI2tex_reverse_num2,0.0,,,,ni2_p --> ni2_e
NI2tex_reverse_num3,0.0,,,,ni2_p --> ni2_e
NI2tex_reverse_num4,0.0,,,,ni2_p --> ni2_e
L_LACt2rpp_reverse_num2,0.0,,,,h_c + lac__L_c --> h_p + lac__L_p
NH4tpp_reverse_num2,0.0,,,,nh4_c --> nh4_p
NO2t2rpp_reverse_num2,0.0,,,,h_c + no2_c --> h_p + no2_p
PROt2rpp_reverse_num2,0.0,,,,h_c + pro__L_c --> h_p + pro__L_p
H2O2tex_reverse_num2,0.0,,,,h2o2_p --> h2o2_e
H2O2tex_reverse_num3,0.0,,,,h2o2_p --> h2o2_e
H2O2tex_reverse_num4,0.0,,,,h2o2_p --> h2o2_e
ADEtex_reverse_num2,0.0,,,,ade_p --> ade_e
ADEtex_reverse_num3,0.0,,,,ade_p --> ade_e
ADEtex_reverse_num4,0.0,,,,ade_p --> ade_e
AGMtex_reverse_num2,0.0,,,,agm_p --> agm_e
AGMtex_reverse_num3,0.0,,,,agm_p --> agm_e
AGMtex_reverse_num4,0.0,,,,agm_p --> agm_e
ALAtex_reverse_num2,0.0,,,,ala__L_p --> ala__L_e
ALAtex_reverse_num3,0.0,,,,ala__L_p --> ala__L_e
ALAtex_reverse_num4,0.0,,,,ala__L_p --> ala__L_e
BALAtex_reverse_num2,0.0,,,,ala_B_p --> ala_B_e
BALAtex_reverse_num3,0.0,,,,ala_B_p --> ala_B_e
BALAtex_reverse_num4,0.0,,,,ala_B_p --> ala_B_e
DALAtex_reverse_num2,0.0,,,,ala__D_p --> ala__D_e
DALAtex_reverse_num3,0.0,,,,ala__D_p --> ala__D_e
DALAtex_reverse_num4,0.0,,,,ala__D_p --> ala__D_e
AMPtex_reverse_num2,0.0,,,,amp_p --> amp_e
AMPtex_reverse_num3,0.0,,,,amp_p --> amp_e
AMPtex_reverse_num4,0.0,,,,amp_p --> amp_e
ARBtex_reverse_num2,0.0,,,,arab__L_p --> arab__L_e
ARBtex_reverse_num3,0.0,,,,arab__L_p --> arab__L_e
ARBtex_reverse_num4,0.0,,,,arab__L_p --> arab__L_e
ARGtex_reverse_num2,0.0,,,,arg__L_p --> arg__L_e
ARGtex_reverse_num3,0.0,,,,arg__L_p --> arg__L_e
ARGtex_reverse_num4,0.0,,,,arg__L_p --> arg__L_e
ASCBtex_reverse_num2,0.0,,,,ascb__L_p --> ascb__L_e
ASCBtex_reverse_num3,0.0,,,,ascb__L_p --> ascb__L_e
ASCBtex_reverse_num4,0.0,,,,ascb__L_p --> ascb__L_e
MMETtex_reverse_num2,0.0,,,,mmet_p --> mmet_e
MMETtex_reverse_num3,0.0,,,,mmet_p --> mmet_e
MMETtex_reverse_num4,0.0,,,,mmet_p --> mmet_e
FE3tex_reverse_num2,0.0,,,,fe3_p --> fe3_e
FE3tex_reverse_num3,0.0,,,,fe3_p --> fe3_e
FE3tex_reverse_num4,0.0,,,,fe3_p --> fe3_e
MG2tex_reverse_num2,0.0,,,,mg2_p --> mg2_e
MG2tex_reverse_num3,0.0,,,,mg2_p --> mg2_e
MG2tex_reverse_num4,0.0,,,,mg2_p --> mg2_e
Zn2tex_reverse_num2,0.0,,,,zn2_p --> zn2_e
Zn2tex_reverse_num3,0.0,,,,zn2_p --> zn2_e
Zn2tex_reverse_num4,0.0,,,,zn2_p --> zn2_e
CD2tex_reverse_num2,0.0,,,,cd2_p --> cd2_e
CD2tex_reverse_num3,0.0,,,,cd2_p --> cd2_e
CD2tex_reverse_num4,0.0,,,,cd2_p --> cd2_e
ASO3tex_reverse_num2,0.0,,,,aso3_p --> aso3_e
ASO3tex_reverse_num3,0.0,,,,aso3_p --> aso3_e
ASO3tex_reverse_num4,0.0,,,,aso3_p --> aso3_e
MANGLYCtex_reverse_num2,0.0,,,,manglyc_p --> manglyc_e
MANGLYCtex_reverse_num3,0.0,,,,manglyc_p --> manglyc_e
MANGLYCtex_reverse_num4,0.0,,,,manglyc_p --> manglyc_e
FRUURtex_reverse_num2,0.0,,,,fruur_p --> fruur_e
FRUURtex_reverse_num3,0.0,,,,fruur_p --> fruur_e
FRUURtex_reverse_num4,0.0,,,,fruur_p --> fruur_e
GLYCAt2rpp_reverse_num2,0.0,,,,glyc__R_c + h_c --> glyc__R_p + h_p
GLYCAtex_reverse_num2,0.0,,,,glyc__R_p --> glyc__R_e
GLYCAtex_reverse_num3,0.0,,,,glyc__R_p --> glyc__R_e
GLYCAtex_reverse_num4,0.0,,,,glyc__R_p --> glyc__R_e
GLYCtpp_reverse_num2,0.0,,,,glyc_p --> glyc_c
H2Otpp_reverse_num2,0.0,,,,h2o_c --> h2o_p
COBALT2tex_reverse_num2,0.0,,,,cobalt2_p --> cobalt2_e
COBALT2tex_reverse_num3,0.0,,,,cobalt2_p --> cobalt2_e
COBALT2tex_reverse_num4,0.0,,,,cobalt2_p --> cobalt2_e
DIMPtex_reverse_num2,0.0,,,,dimp_p --> dimp_e
DIMPtex_reverse_num3,0.0,,,,dimp_p --> dimp_e
DIMPtex_reverse_num4,0.0,,,,dimp_p --> dimp_e
GLCNt2rpp_reverse_num2,0.0,,,,glcn_c + h_c --> glcn_p + h_p
GLCNt2rpp_reverse_num3,0.0,,,,glcn_c + h_c --> glcn_p + h_p
GLCNt2rpp_reverse_num4,0.0,,,,glcn_c + h_c --> glcn_p + h_p
GLCRt2rpp_reverse_num2,0.0,,,,glcr_c + h_c --> glcr_p + h_p
GLCURt2rpp_reverse_num2,0.0,,,,glcur_c + h_c --> glcur_p + h_p
XTSNtex_reverse_num2,0.0,,,,xtsn_p --> xtsn_e
XTSNtex_reverse_num3,0.0,,,,xtsn_p --> xtsn_e
XTSNtex_reverse_num4,0.0,,,,xtsn_p --> xtsn_e
HG2tex_reverse_num2,0.0,,,,hg2_p --> hg2_e
HG2tex_reverse_num3,0.0,,,,hg2_p --> hg2_e
HG2tex_reverse_num4,0.0,,,,hg2_p --> hg2_e
DHAtex_reverse_num2,0.0,,,,dha_p --> dha_e
DHAtex_reverse_num3,0.0,,,,dha_p --> dha_e
DHAtex_reverse_num4,0.0,,,,dha_p --> dha_e
ETOHtex_reverse_num2,0.0,,,,etoh_p --> etoh_e
ETOHtex_reverse_num3,0.0,,,,etoh_p --> etoh_e
ETOHtex_reverse_num4,0.0,,,,etoh_p --> etoh_e
HACD3_reverse_num2,0.0,36814.26424,77.0722,477.6594445,3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c
ACACtex_reverse_num2,0.0,,,,acac_p --> acac_e
ACACtex_reverse_num3,0.0,,,,acac_p --> acac_e
ACACtex_reverse_num4,0.0,,,,acac_p --> acac_e
ACNAMtex_reverse_num2,0.0,,,,acnam_p --> acnam_e
ACNAMtex_reverse_num3,0.0,,,,acnam_p --> acnam_e
H2Stex_reverse_num2,0.0,,,,h2s_p --> h2s_e
H2Stex_reverse_num3,0.0,,,,h2s_p --> h2s_e
H2Stex_reverse_num4,0.0,,,,h2s_p --> h2s_e
4PEPTtex_reverse_num2,0.0,,,,LalaDgluMdapDala_p --> LalaDgluMdapDala_e
4PEPTtex_reverse_num3,0.0,,,,LalaDgluMdapDala_p --> LalaDgluMdapDala_e
4PEPTtex_reverse_num4,0.0,,,,LalaDgluMdapDala_p --> LalaDgluMdapDala_e
GLYCLTt2rpp_reverse_num2,0.0,,,,glyclt_c + h_c --> glyclt_p + h_p
DHFR_reverse_num2,0.0,20559.74064,17.9994,1142.2458880000001,nadp_c + thf_c --> dhf_c + h_c + nadph_c
PUNP4_reverse_num2,0.0,9382.349419,155.6995,60.259342000000004,2dr1p_c + gua_c --> dgsn_c + pi_c
CU2tex_reverse_num2,0.0,,,,cu2_p --> cu2_e
CU2tex_reverse_num3,0.0,,,,cu2_p --> cu2_e
CU2tex_reverse_num4,0.0,,,,cu2_p --> cu2_e
ALAALAr_reverse_num2,0.0,20079.23664,65.6794,305.7158963,adp_c + alaala_c + h_c + pi_c --> 2.0 ala__D_c + atp_c
CLtex_reverse_num2,0.0,,,,cl_p --> cl_e
CLtex_reverse_num3,0.0,,,,cl_p --> cl_e
CLtex_reverse_num4,0.0,,,,cl_p --> cl_e
ACACT1r_reverse_num2,0.0,49056.7815,161.4099,303.9267201,aacoa_c + coa_c --> 2.0 accoa_c
ACACT1r_reverse_num3,0.0,49056.7815,81.7524,600.0653375,aacoa_c + coa_c --> 2.0 accoa_c
PROtex_reverse_num2,0.0,,,,pro__L_p --> pro__L_e
PROtex_reverse_num3,0.0,,,,pro__L_p --> pro__L_e
PROtex_reverse_num4,0.0,,,,pro__L_p --> pro__L_e
SBTtex_reverse_num2,0.0,,,,sbt__D_p --> sbt__D_e
SBTtex_reverse_num3,0.0,,,,sbt__D_p --> sbt__D_e
SBTtex_reverse_num4,0.0,,,,sbt__D_p --> sbt__D_e
PGM_reverse_num2,16.086173780445137,242966.3202,56.1939,4323.7134320000005,3pg_c --> 2pg_c
RPI_reverse_num2,0.21763440000046078,85593.19064,32.1466,2662.589221,ru5p__D_c --> r5p_c
AKGtex_reverse_num2,0.0,,,,akg_p --> akg_e
AKGtex_reverse_num3,0.0,,,,akg_p --> akg_e
AKGtex_reverse_num4,0.0,,,,akg_p --> akg_e
ALLTNtex_reverse_num2,0.0,,,,alltn_p --> alltn_e
ALLTNtex_reverse_num3,0.0,,,,alltn_p --> alltn_e
ALLTNtex_reverse_num4,0.0,,,,alltn_p --> alltn_e
ASNtex_reverse_num2,0.0,,,,asn__L_p --> asn__L_e
ASNtex_reverse_num3,0.0,,,,asn__L_p --> asn__L_e
ASNtex_reverse_num4,0.0,,,,asn__L_p --> asn__L_e
TYMtex_reverse_num2,0.0,,,,tym_p --> tym_e
TYMtex_reverse_num3,0.0,,,,tym_p --> tym_e
TYMtex_reverse_num4,0.0,,,,tym_p --> tym_e
CMPtex_reverse_num2,0.0,,,,cmp_p --> cmp_e
CMPtex_reverse_num3,0.0,,,,cmp_p --> cmp_e
CMPtex_reverse_num4,0.0,,,,cmp_p --> cmp_e
DUMPtex_reverse_num2,0.0,,,,dump_p --> dump_e
DUMPtex_reverse_num3,0.0,,,,dump_p --> dump_e
DUMPtex_reverse_num4,0.0,,,,dump_p --> dump_e
XMPtex_reverse_num2,0.0,,,,xmp_p --> xmp_e
XMPtex_reverse_num3,0.0,,,,xmp_p --> xmp_e
XMPtex_reverse_num4,0.0,,,,xmp_p --> xmp_e
3PEPTtex_reverse_num2,0.0,,,,LalaDgluMdap_p --> LalaDgluMdap_e
3PEPTtex_reverse_num3,0.0,,,,LalaDgluMdap_p --> LalaDgluMdap_e
3PEPTtex_reverse_num4,0.0,,,,LalaDgluMdap_p --> LalaDgluMdap_e
ANHGMtex_reverse_num2,0.0,,,,anhgm_p --> anhgm_e
ANHGMtex_reverse_num3,0.0,,,,anhgm_p --> anhgm_e
ANHGMtex_reverse_num4,0.0,,,,anhgm_p --> anhgm_e
FALDtex_reverse_num2,0.0,,,,fald_p --> fald_e
FALDtex_reverse_num3,0.0,,,,fald_p --> fald_e
FALDtex_reverse_num4,0.0,,,,fald_p --> fald_e
CYSDtex_reverse_num2,0.0,,,,cys__D_p --> cys__D_e
CYSDtex_reverse_num3,0.0,,,,cys__D_p --> cys__D_e
CYSDtex_reverse_num4,0.0,,,,cys__D_p --> cys__D_e
G3PItex_reverse_num2,0.0,,,,g3pi_p --> g3pi_e
G3PItex_reverse_num3,0.0,,,,g3pi_p --> g3pi_e
G3PItex_reverse_num4,0.0,,,,g3pi_p --> g3pi_e
G3PGtex_reverse_num2,0.0,,,,g3pg_p --> g3pg_e
G3PGtex_reverse_num3,0.0,,,,g3pg_p --> g3pg_e
G3PGtex_reverse_num4,0.0,,,,g3pg_p --> g3pg_e
G3PEtex_reverse_num2,0.0,,,,g3pe_p --> g3pe_e
G3PEtex_reverse_num3,0.0,,,,g3pe_p --> g3pe_e
G3PEtex_reverse_num4,0.0,,,,g3pe_p --> g3pe_e
G3PCtex_reverse_num2,0.0,,,,g3pc_p --> g3pc_e
G3PCtex_reverse_num3,0.0,,,,g3pc_p --> g3pc_e
G3PCtex_reverse_num4,0.0,,,,g3pc_p --> g3pc_e
DAMPtex_reverse_num2,0.0,,,,damp_p --> damp_e
DAMPtex_reverse_num3,0.0,,,,damp_p --> damp_e
DAMPtex_reverse_num4,0.0,,,,damp_p --> damp_e
DCMPtex_reverse_num2,0.0,,,,dcmp_p --> dcmp_e
DCMPtex_reverse_num3,0.0,,,,dcmp_p --> dcmp_e
DCMPtex_reverse_num4,0.0,,,,dcmp_p --> dcmp_e
DGMPtex_reverse_num2,0.0,,,,dgmp_p --> dgmp_e
DGMPtex_reverse_num3,0.0,,,,dgmp_p --> dgmp_e
DGMPtex_reverse_num4,0.0,,,,dgmp_p --> dgmp_e
DTMPtex_reverse_num2,0.0,,,,dtmp_p --> dtmp_e
DTMPtex_reverse_num3,0.0,,,,dtmp_p --> dtmp_e
DTMPtex_reverse_num4,0.0,,,,dtmp_p --> dtmp_e
GMPtex_reverse_num2,0.0,,,,gmp_p --> gmp_e
GMPtex_reverse_num3,0.0,,,,gmp_p --> gmp_e
GMPtex_reverse_num4,0.0,,,,gmp_p --> gmp_e
IMPtex_reverse_num2,0.0,,,,imp_p --> imp_e
IMPtex_reverse_num3,0.0,,,,imp_p --> imp_e
IMPtex_reverse_num4,0.0,,,,imp_p --> imp_e
UMPtex_reverse_num2,0.0,,,,ump_p --> ump_e
UMPtex_reverse_num3,0.0,,,,ump_p --> ump_e
UMPtex_reverse_num4,0.0,,,,ump_p --> ump_e
G1Ptex_reverse_num2,0.0,,,,g1p_p --> g1p_e
G1Ptex_reverse_num3,0.0,,,,g1p_p --> g1p_e
G1Ptex_reverse_num4,0.0,,,,g1p_p --> g1p_e
SKMtex_reverse_num2,0.0,,,,skm_p --> skm_e
SKMtex_reverse_num3,0.0,,,,skm_p --> skm_e
SKMtex_reverse_num4,0.0,,,,skm_p --> skm_e
MNtex_reverse_num2,0.0,,,,mn2_p --> mn2_e
MNtex_reverse_num3,0.0,,,,mn2_p --> mn2_e
MNtex_reverse_num4,0.0,,,,mn2_p --> mn2_e
GAL1Ptex_reverse_num2,0.0,,,,gal1p_p --> gal1p_e
GAL1Ptex_reverse_num3,0.0,,,,gal1p_p --> gal1p_e
GAL1Ptex_reverse_num4,0.0,,,,gal1p_p --> gal1p_e
O2Stex_reverse_num2,0.0,,,,o2s_p --> o2s_e
O2Stex_reverse_num3,0.0,,,,o2s_p --> o2s_e
O2Stex_reverse_num4,0.0,,,,o2s_p --> o2s_e
HOMtex_reverse_num2,0.0,,,,hom__L_p --> hom__L_e
HOMtex_reverse_num3,0.0,,,,hom__L_p --> hom__L_e
HOMtex_reverse_num4,0.0,,,,hom__L_p --> hom__L_e
SO2tex_reverse_num2,0.0,,,,so2_p --> so2_e
SO2tex_reverse_num3,0.0,,,,so2_p --> so2_e
SO2tex_reverse_num4,0.0,,,,so2_p --> so2_e
ACSERtex_reverse_num2,0.0,,,,acser_p --> acser_e
ACSERtex_reverse_num3,0.0,,,,acser_p --> acser_e
ACSERtex_reverse_num4,0.0,,,,acser_p --> acser_e
ECOAH7_reverse_num2,0.0,25171.19057,159.1878,158.122611,h2o_c + hdd2coa_c --> 3hhdcoa_c
ALAALAtex_reverse_num2,0.0,,,,alaala_p --> alaala_e
ALAALAtex_reverse_num3,0.0,,,,alaala_p --> alaala_e
ALAALAtex_reverse_num4,0.0,,,,alaala_p --> alaala_e
MALtex_reverse_num2,0.0,,,,mal__L_p --> mal__L_e
MALtex_reverse_num3,0.0,,,,mal__L_p --> mal__L_e
MALtex_reverse_num4,0.0,,,,mal__L_p --> mal__L_e
NO3tex_reverse_num2,0.0,,,,no3_p --> no3_e
NO3tex_reverse_num3,0.0,,,,no3_p --> no3_e
NO3tex_reverse_num4,0.0,,,,no3_p --> no3_e
CLPNS180pp_reverse_num2,0.0,9824.361941,47.6335,206.2490042,clpn180_p + glyc_p --> 2.0 pg180_p
CLPNS181pp_reverse_num2,0.0,10525.550870000001,47.6335,220.969504,clpn181_p + glyc_p --> 2.0 pg181_p
CLPNS120pp_reverse_num2,0.0,17185.48773,54.8223,313.4762265,clpn120_p + glyc_p --> 2.0 pg120_p
CLPNS160pp_reverse_num2,0.0,19150.79185,54.8223,349.32485230000003,clpn160_p + glyc_p --> 2.0 pg160_p
CLPNS161pp_reverse_num2,0.0,13654.34394,47.6335,286.6542232,clpn161_p + glyc_p --> 2.0 pg161_p
GSNtex_reverse_num2,0.0,,,,gsn_p --> gsn_e
GSNtex_reverse_num3,0.0,,,,gsn_p --> gsn_e
GSNtex_reverse_num4,0.0,,,,gsn_p --> gsn_e
FORtex_reverse_num2,0.0,,,,for_p --> for_e
FORtex_reverse_num3,0.0,,,,for_p --> for_e
FORtex_reverse_num4,0.0,,,,for_p --> for_e
D_LACt2pp_reverse_num2,0.0,,,,h_c + lac__D_c --> h_p + lac__D_p
RIBtex_reverse_num2,0.0,,,,rib__D_p --> rib__D_e
RIBtex_reverse_num3,0.0,,,,rib__D_p --> rib__D_e
RIBtex_reverse_num4,0.0,,,,rib__D_p --> rib__D_e
THMtex_reverse_num2,0.0,,,,thm_p --> thm_e
THMtex_reverse_num3,0.0,,,,thm_p --> thm_e
THMtex_reverse_num4,0.0,,,,thm_p --> thm_e
XYLUtex_reverse_num2,0.0,,,,xylu__L_p --> xylu__L_e
XYLUtex_reverse_num3,0.0,,,,xylu__L_p --> xylu__L_e
XYLUtex_reverse_num4,0.0,,,,xylu__L_p --> xylu__L_e
ALLtex_reverse_num2,0.0,,,,all__D_p --> all__D_e
ALLtex_reverse_num3,0.0,,,,all__D_p --> all__D_e
ALLtex_reverse_num4,0.0,,,,all__D_p --> all__D_e
34dhpactex_reverse_num2,0.0,,,,34dhpac_p --> 34dhpac_e
34dhpactex_reverse_num3,0.0,,,,34dhpac_p --> 34dhpac_e
34dhpactex_reverse_num4,0.0,,,,34dhpac_p --> 34dhpac_e
23DAPPAtex_reverse_num2,0.0,,,,23dappa_p --> 23dappa_e
23DAPPAtex_reverse_num3,0.0,,,,23dappa_p --> 23dappa_e
23DAPPAtex_reverse_num4,0.0,,,,23dappa_p --> 23dappa_e
PHEt2rpp_reverse_num2,0.0,,,,h_c + phe__L_c --> h_p + phe__L_p
GLCtex_copy2_reverse_num2,0.0,,,,glc__D_p --> glc__D_e
GLCtex_copy2_reverse_num3,0.0,,,,glc__D_p --> glc__D_e
GLCtex_copy2_reverse_num4,0.0,,,,glc__D_p --> glc__D_e
